,Serial_Number,Roll_Num,Uni_ID,Student Name,AML3201,CSL2301,CSL3307,CSL4207,CSL4208,CSL4305,CSL4318,CSL4336,CSL5210,CSP2301,ECL3311,GEW1601,GEW1603,GEW1604,GEW1605,GEW1607,GEW1608,GEW1609,GEW1610,GEW1611,GEW1613,HUL2401,HUL3301,AMP1201,CSP1307,CSP2210,ECP1311,total
572, 573,10123983,20012573,AAA AAA573,61.522,0.0,47.62,56.67,0.0,50.0,0.0,0.0,60.0,0.0,62.3,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,35.71,60.0,48.28,56.56
573, 574,10123984,20012574,AAA AAA574,61.523,0.0,73.81,75.0,0.0,80.36,0.0,0.0,80.0,0.0,75.41,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,75.0,82.76,77.6
574, 575,10123985,20012575,AAA AAA575,61.523999999999994,0.0,52.38,68.33,0.0,53.57,0.0,0.0,46.67,0.0,49.18,0.0,0.0,0.0,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,64.29,66.67,41.38,58.6
575, 576,10123986,20012576,AAA AAA576,61.525,0.0,76.19,76.67,0.0,78.57,0.0,0.0,80.0,0.0,75.41,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,76.67,75.86,77.83
576, 577,10123987,20012577,AAA AAA577,61.526,0.0,76.19,71.67,0.0,78.57,0.0,0.0,73.33,0.0,75.41,0.0,0.0,0.0,0,0,0.0,87.5,0.0,0.0,0,0,0,0.0,85.71,75.0,62.07,75.34
577, 578,10123988,20012578,AAA AAA578,61.527,0.0,71.43,70.0,0.0,71.43,0.0,0.0,73.33,0.0,75.41,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,71.43,73.33,82.76,74.21
578, 579,10123989,20012579,AAA AAA579,61.528,0.0,85.71,78.33,0.0,76.79,0.0,0.0,80.0,0.0,85.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,85.71,85.0,82.76,83.26
579, 580,10123990,20012580,AAA AAA580,61.528999999999996,0.0,76.19,78.33,0.0,78.57,0.0,0.0,80.0,0.0,75.41,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,78.33,75.86,78.51
580, 581,10123991,20012581,AAA AAA581,61.53,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.7,0.0,1.88
581, 582,10123992,20012582,AAA AAA582,61.531000000000006,77.42,0.0,85.25,86.89,0.0,87.1,82.93,0.0,78.57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,83.33,76.97
582, 583,10123993,20012583,AAA AAA583,61.532,0.0,69.05,71.67,0.0,69.64,0.0,0.0,80.0,0.0,70.49,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,70.0,75.86,72.85
583, 584,10123994,20012584,AAA AAA584,61.533,0.0,69.05,73.33,0.0,78.57,0.0,0.0,73.33,0.0,65.57,0.0,0.0,0.0,0,0,0.0,0.0,0.0,93.75,0,0,0,0.0,78.57,70.0,75.86,72.85
584, 585,10123995,20012585,AAA AAA585,61.534,0.0,76.19,93.33,0.0,87.5,0.0,0.0,100.0,0.0,93.44,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,85.71,83.33,96.55,88.69
585, 586,10123996,20012586,AAA AAA586,61.535,0.0,73.81,80.0,0.0,76.79,0.0,0.0,86.67,0.0,80.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,76.67,96.55,80.32
586, 587,10123997,20012587,AAA AAA587,61.536,0.0,69.05,71.67,0.0,71.43,0.0,0.0,80.0,0.0,67.21,0.0,0.0,0.0,0,75,0.0,0.0,0.0,0.0,0,0,0,0.0,92.86,66.67,68.97,71.27
587, 588,10123998,20012588,AAA AAA588,61.537,0.0,66.67,75.0,0.0,75.0,0.0,0.0,80.0,0.0,70.49,0.0,0.0,0.0,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,71.43,68.33,75.86,71.95
588, 589,10123999,20012589,AAA AAA589,61.538000000000004,0.0,50.0,58.33,0.0,53.57,0.0,0.0,60.0,0.0,49.18,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,50.0,64.17,55.17,58.14
589, 590,10124000,20012590,AAA AAA590,61.538999999999994,0.0,72.73,77.05,0.0,73.68,0.0,0.0,80.0,0.0,76.67,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,80.0,76.19,71.43,76.77
590, 591,10124001,20012591,AAA AAA591,61.54,74.19,33.33,85.25,81.97,0.0,83.87,78.05,0.0,89.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,78.4
591, 592,10124002,20012592,AAA AAA592,61.541000000000004,90.32,33.33,86.89,83.61,0.0,90.32,82.93,0.0,92.86,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,83.07
592, 593,10124003,20012593,AAA AAA593,61.542,0.0,75.0,80.33,0.0,71.93,0.0,0.0,86.67,0.0,80.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,86.67,79.37,71.43,79.42
593, 594,10124004,20012594,AAA AAA594,61.543,0.0,75.0,78.69,0.0,80.7,0.0,0.0,93.33,0.0,76.67,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,86.67,84.13,78.57,82.08
594, 595,10124005,20012595,AAA AAA595,61.544,0.0,77.27,83.61,0.0,77.19,0.0,0.0,100.0,0.0,75.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,86.67,79.37,71.43,80.97
595, 596,10124006,20012596,AAA AAA596,61.545,0.0,72.73,75.41,0.0,75.44,0.0,0.0,80.0,0.0,68.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,79.37,71.43,76.99
596, 597,10124007,20012597,AAA AAA597,61.54600000000001,0.0,75.0,88.52,0.0,78.95,0.0,0.0,86.67,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,86.67,95.24,78.57,85.62
597, 598,10124008,20012598,AAA AAA598,61.547,0.0,70.45,77.05,0.0,71.93,0.0,0.0,80.0,0.0,73.33,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,77.78,71.43,76.77
598, 599,10124009,20012599,AAA AAA599,61.548,0.0,68.18,78.69,0.0,71.93,0.0,0.0,93.33,0.0,71.67,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,86.67,76.19,71.43,76.99
599, 600,10124010,20012600,AAA AAA600,61.549,0.0,75.0,80.33,0.0,80.7,0.0,0.0,100.0,0.0,78.33,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,88.89,85.71,84.73
600, 601,10124011,20012601,AAA AAA601,61.55,0.0,79.55,78.69,0.0,84.21,0.0,0.0,93.33,0.0,80.0,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,93.33,80.95,92.86,83.85
601, 602,10124012,20012602,AAA AAA602,61.551,83.87,22.22,83.61,83.61,91.67,87.1,82.93,0.0,78.57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,79.83
602, 603,10124013,20012603,AAA AAA603,61.552,0.0,68.18,86.89,0.0,66.67,0.0,0.0,96.67,0.0,68.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,80.95,64.29,78.1
603, 604,10124014,20012604,AAA AAA604,61.553000000000004,0.0,75.0,75.41,0.0,71.93,0.0,0.0,86.67,0.0,80.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,80.0,76.19,85.71,78.32
604, 605,10124015,20012605,AAA AAA605,61.553999999999995,0.0,75.0,81.97,0.0,77.19,0.0,0.0,93.33,0.0,73.33,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,93.33,80.95,78.57,81.19
605, 606,10124016,20012606,AAA AAA606,61.555,0.0,70.45,80.33,0.0,73.68,0.0,0.0,100.0,0.0,76.67,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,80.0,82.54,92.86,81.42
606, 607,10124017,20012607,AAA AAA607,61.556000000000004,93.55,22.22,83.61,81.97,0.0,90.32,85.37,0.0,89.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,82.63
607, 608,10124018,20012608,AAA AAA608,61.556999999999995,0.0,77.27,77.05,0.0,79.31,0.0,0.0,80.0,0.0,75.41,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,84.62,80.95,81.25,79.96
608, 609,10124019,20012609,AAA AAA609,61.558,0.0,70.45,75.41,0.0,71.93,0.0,0.0,80.0,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,93.33,76.19,71.43,76.77
609, 610,10124020,20012610,AAA AAA610,61.559,0.0,61.36,75.41,0.0,68.42,0.0,0.0,83.33,0.0,68.33,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,76.19,71.43,74.34
610, 611,10124021,20012611,AAA AAA611,61.56,0.0,72.73,77.05,0.0,73.68,0.0,0.0,80.0,0.0,71.67,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,93.33,79.37,85.71,78.76
611, 612,10124022,20012612,AAA AAA612,61.56100000000001,0.0,77.27,83.61,0.0,79.31,0.0,0.0,86.67,0.0,78.69,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,76.92,87.3,87.5,83.48
612, 613,10124023,20012613,AAA AAA613,61.562,83.87,33.33,85.25,85.25,0.0,87.1,80.49,0.0,89.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,80.67
613, 614,10124024,20012614,AAA AAA614,61.563,0.0,88.64,86.89,0.0,77.59,0.0,0.0,80.0,0.0,81.97,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,84.62,90.48,81.25,85.68
614, 615,10124025,20012615,AAA AAA615,61.56399999999999,0.0,81.82,78.69,0.0,72.41,0.0,0.0,93.33,0.0,73.77,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,84.62,82.54,81.25,80.84
615, 616,10124026,20012616,AAA AAA616,61.565,0.0,81.82,90.16,0.0,82.76,0.0,0.0,100.0,0.0,81.97,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,92.31,87.3,81.25,87.0
616, 617,10124027,20012617,AAA AAA617,61.566,0.0,86.36,81.97,0.0,84.48,0.0,0.0,93.33,0.0,80.33,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,92.31,90.48,81.25,86.78
617, 618,10124028,20012618,AAA AAA618,61.567,0.0,77.27,78.69,0.0,74.14,0.0,0.0,86.67,0.0,75.41,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,76.92,76.19,75.0,77.75
618, 619,10124029,20012619,AAA AAA619,61.568000000000005,87.1,44.44,80.33,85.25,0.0,87.1,80.49,0.0,78.57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,79.11
619, 620,10124030,20012620,AAA AAA620,61.568999999999996,87.1,55.56,80.33,86.89,0.0,80.65,87.8,0.0,85.71,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,81.29
620, 621,10124031,20012621,AAA AAA621,61.57,0.0,84.09,85.25,0.0,79.31,0.0,0.0,93.33,0.0,81.97,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,92.31,87.3,87.5,86.12
621, 622,10124032,20012622,AAA AAA622,61.571000000000005,0.0,81.82,78.69,0.0,82.76,0.0,0.0,100.0,0.0,73.77,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,84.62,85.71,75.0,83.04
622, 623,10124033,20012623,AAA AAA623,61.571999999999996,0.0,75.0,78.69,0.0,74.14,0.0,0.0,93.33,0.0,73.77,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,92.31,84.13,75.0,80.84
623, 624,10124034,20012624,AAA AAA624,61.573,0.0,77.27,77.05,0.0,77.59,0.0,0.0,80.0,0.0,77.05,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,84.62,85.71,75.0,80.84
624, 625,10124035,20012625,AAA AAA625,61.574,74.19,33.33,85.25,80.33,0.0,80.65,75.61,0.0,82.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,75.78
625, 626,10124036,20012626,AAA AAA626,61.575,0.0,79.55,90.16,0.0,79.31,0.0,0.0,93.33,0.0,80.33,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,92.31,87.3,87.5,86.12
626, 627,10124037,20012627,AAA AAA627,61.576,45.16,33.33,78.69,75.41,0.0,74.19,70.73,0.0,64.29,10.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,67.56
627, 628,10124038,20012628,AAA AAA628,61.577,0.0,77.27,78.69,0.0,70.69,0.0,0.0,93.33,0.0,68.85,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,84.62,76.19,75.0,77.31
628, 629,10124039,20012629,AAA AAA629,61.578,0.0,81.82,86.89,0.0,77.59,0.0,0.0,100.0,0.0,78.69,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,92.31,87.3,81.25,85.46
629, 630,10124040,20012630,AAA AAA630,61.57899999999999,0.0,52.27,68.85,0.0,63.79,0.0,0.0,80.0,0.0,60.66,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,92.31,66.67,56.25,67.18
630, 631,10124041,20012631,AAA AAA631,61.58,0.0,52.27,72.13,0.0,58.62,0.0,0.0,86.67,0.0,54.1,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,76.92,66.67,43.75,64.76
631, 632,10124042,20012632,AAA AAA632,61.581,0.0,77.27,77.05,0.0,75.86,0.0,0.0,80.0,0.0,77.05,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,84.62,82.54,81.25,80.18
632, 633,10124043,20012633,AAA AAA633,61.582,64.52,33.33,77.05,63.93,0.0,48.39,78.05,0.0,67.86,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,64.0
633, 634,10124044,20012634,AAA AAA634,61.583,74.19,33.33,88.52,88.52,0.0,87.1,82.93,0.0,82.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,80.67
634, 635,10124045,20012635,AAA AAA635,61.583999999999996,0.0,90.91,91.8,0.0,87.93,0.0,0.0,93.33,0.0,90.16,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,92.31,90.48,93.75,91.19
635, 636,10124046,20012636,AAA AAA636,61.585,64.52,33.33,80.33,80.33,0.0,80.65,73.17,0.0,82.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,73.78
636, 637,10124047,20012637,AAA AAA637,61.586000000000006,0.0,61.36,83.61,0.0,74.14,0.0,0.0,93.33,0.0,77.05,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,84.62,80.95,81.25,79.74
637, 638,10124048,20012638,AAA AAA638,61.586999999999996,0.0,73.33,81.36,0.0,77.59,0.0,0.0,93.75,0.0,72.41,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,75.41,86.67,79.65
638, 639,10124049,20012639,AAA AAA639,61.588,82.14,0.0,82.46,75.81,0.0,0.0,0.0,86.67,80.0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,76.27,0.0,79.64
639, 640,10124050,20012640,AAA AAA640,61.589,0.0,80.65,81.08,0.0,78.33,0.0,0.0,91.67,0.0,75.47,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100,0,0,0.0,100.0,78.1,81.82,81.72
640, 641,10124051,20012641,AAA AAA641,61.59,0.0,82.22,88.14,0.0,86.21,0.0,0.0,100.0,0.0,82.76,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,85.25,93.33,87.39
641, 642,10124052,20012642,AAA AAA642,61.591,69.23,0.0,85.71,89.47,0.0,96.67,93.02,0.0,92.86,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,41.67,0.0,86.05
642, 643,10124053,20012643,AAA AAA643,61.592,78.57,0.0,75.44,79.03,0.0,0.0,0.0,80.0,83.64,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,93.33,0.0,77.97,0.0,80.32
643, 644,10124054,20012644,AAA AAA644,61.593,60.71,0.0,56.14,72.58,0.0,0.0,0.0,33.33,50.91,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,60.0,0.0,45.76,0.0,54.3
644, 645,10124055,20012645,AAA AAA645,61.593999999999994,0.0,77.78,77.05,0.0,85.0,0.0,0.0,86.67,0.0,72.41,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,75.0,80.0,78.79
645, 646,10124056,20012646,AAA AAA646,61.595,0.0,82.22,74.14,0.0,77.19,0.0,0.0,75.0,0.0,67.39,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,73.33,71.67,84.62,75.58
646, 647,10124057,20012647,AAA AAA647,61.596000000000004,0.0,83.33,85.25,0.0,78.43,0.0,0.0,85.71,0.0,75.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,85.19,81.25,82.71
647, 648,10124058,20012648,AAA AAA648,61.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
