,Serial_Number,Roll_Num,Uni_ID,Student Name,AML3201,CSL2301,CSL3307,CSL4207,CSL4208,CSL4305,CSL4318,CSL4336,CSL5210,CSP2301,ECL3311,GEW1601,GEW1603,GEW1604,GEW1605,GEW1607,GEW1608,GEW1609,GEW1610,GEW1611,GEW1613,HUL2401,HUL3301,AMP1201,CSP1307,CSP2210,ECP1311,total
350, 351,10123761,20012351,AAA AAA351,61.3,0.0,82.22,88.14,0.0,87.93,0.0,0.0,87.5,0.0,77.59,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,81.97,93.33,85.18
351, 352,10123762,20012352,AAA AAA352,61.301,0.0,88.89,84.75,0.0,84.48,0.0,0.0,100.0,0.0,86.21,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,93.75,88.52,93.33,89.16
352, 353,10123763,20012353,AAA AAA353,61.302,0.0,75.56,83.05,0.0,81.03,0.0,0.0,93.75,0.0,81.03,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,77.05,73.33,81.19
353, 354,10123764,20012354,AAA AAA354,61.303000000000004,0.0,77.78,91.53,0.0,81.03,0.0,0.0,93.75,0.0,81.03,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,81.25,83.61,80.0,84.29
354, 355,10123765,20012355,AAA AAA355,61.303999999999995,0.0,75.56,71.19,0.0,77.59,0.0,0.0,81.25,0.0,72.41,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,75.0,73.77,80.0,75.88
355, 356,10123766,20012356,AAA AAA356,61.305,0.0,88.89,86.44,0.0,87.93,0.0,0.0,100.0,0.0,87.93,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,100.0,90.16,100.0,91.37
356, 357,10123767,20012357,AAA AAA357,61.306000000000004,0.0,46.67,62.71,0.0,65.52,0.0,0.0,81.25,0.0,56.9,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,81.25,80.33,86.67,71.02
357, 358,10123768,20012358,AAA AAA358,61.306999999999995,0.0,62.22,61.02,0.0,51.72,0.0,0.0,68.75,0.0,53.45,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,62.5,65.57,60.0,62.17
358, 359,10123769,20012359,AAA AAA359,61.308,0.0,66.67,71.19,0.0,70.69,0.0,0.0,81.25,0.0,67.24,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,68.75,68.85,73.33,71.24
359, 360,10123770,20012360,AAA AAA360,61.309,0.0,82.22,79.66,0.0,86.21,0.0,0.0,100.0,0.0,86.21,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,93.75,88.52,86.67,87.61
360, 361,10123771,20012361,AAA AAA361,61.31,0.0,80.0,79.66,0.0,79.31,0.0,0.0,81.25,0.0,75.86,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,75.0,78.69,86.67,79.87
361, 362,10123772,20012362,AAA AAA362,61.31100000000001,0.0,71.11,66.1,0.0,72.41,0.0,0.0,81.25,0.0,62.07,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,75.0,60.66,80.0,69.25
362, 363,10123773,20012363,AAA AAA363,61.312,0.0,88.89,89.83,0.0,93.1,0.0,0.0,100.0,0.0,89.66,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,87.5,90.16,93.33,91.37
363, 364,10123774,20012364,AAA AAA364,61.313,0.0,64.44,67.8,0.0,74.14,0.0,0.0,75.0,0.0,62.07,0.0,0.0,0.0,0,0,0.0,0.0,0.0,62.5,0,0,0,0.0,75.0,65.57,73.33,68.14
364, 365,10123775,20012365,AAA AAA365,61.31399999999999,70.97,0.0,75.38,68.33,100.0,80.65,70.73,0.0,70.97,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,72.83
365, 366,10123776,20012366,AAA AAA366,61.315,0.0,68.89,71.19,0.0,72.41,0.0,0.0,75.0,0.0,67.24,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,71.88,70.49,66.67,71.46
366, 367,10123777,20012367,AAA AAA367,61.316,90.32,0.0,86.15,95.0,100.0,90.32,95.12,0.0,80.65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,89.73
367, 368,10123778,20012368,AAA AAA368,61.317,0.0,82.22,83.05,0.0,82.76,0.0,0.0,100.0,0.0,72.41,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,93.75,83.61,86.67,84.51
368, 369,10123779,20012369,AAA AAA369,61.318000000000005,0.0,57.78,67.8,0.0,75.86,0.0,0.0,75.0,0.0,56.9,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,73.77,66.67,71.02
369, 370,10123780,20012370,AAA AAA370,61.318999999999996,0.0,82.22,83.05,0.0,91.38,0.0,0.0,87.5,0.0,82.76,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,85.25,93.33,86.5
370, 371,10123781,20012371,AAA AAA371,61.32,0.0,53.33,44.26,0.0,55.0,0.0,0.0,40.0,0.0,31.03,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,57.14,28.33,40.0,42.86
371, 372,10123782,20012372,AAA AAA372,61.321000000000005,0.0,77.78,83.61,0.0,80.0,0.0,0.0,80.0,0.0,79.31,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,92.86,73.33,86.67,80.36
372, 373,10123783,20012373,AAA AAA373,61.321999999999996,0.0,53.33,54.1,0.0,61.67,0.0,0.0,40.0,0.0,39.66,0.0,0.0,0.0,75,0,0.0,0.0,0.0,0.0,0,0,0,0.0,42.86,40.0,73.33,49.78
373, 374,10123784,20012374,AAA AAA374,61.323,77.42,0.0,83.08,83.33,100.0,67.74,92.68,0.0,80.65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,81.65
374, 375,10123785,20012375,AAA AAA375,61.324,0.0,80.0,88.52,0.0,83.33,0.0,0.0,100.0,0.0,81.03,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,85.71,88.33,86.67,86.83
375, 376,10123786,20012376,AAA AAA376,61.325,0.0,84.44,91.8,0.0,93.33,0.0,0.0,100.0,0.0,86.21,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,92.86,83.33,93.33,89.29
376, 377,10123787,20012377,AAA AAA377,61.326,0.0,64.44,60.66,0.0,73.33,0.0,0.0,66.67,0.0,60.34,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,64.29,56.67,66.67,64.06
377, 378,10123788,20012378,AAA AAA378,61.327,0.0,82.22,85.25,0.0,83.33,0.0,0.0,86.67,0.0,86.21,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,92.86,78.33,93.33,84.6
378, 379,10123789,20012379,AAA AAA379,61.328,0.0,60.0,63.93,0.0,68.33,0.0,0.0,46.67,0.0,55.17,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,58.33,53.33,61.83
379, 380,10123790,20012380,AAA AAA380,61.32899999999999,0.0,64.44,55.74,0.0,63.33,0.0,0.0,66.67,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,87.5,0,0,0,0.0,67.86,46.67,66.67,57.81
380, 381,10123791,20012381,AAA AAA381,61.33,0.0,88.89,88.52,0.0,88.33,0.0,0.0,86.67,0.0,86.21,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,85.71,83.33,93.33,87.28
381, 382,10123792,20012382,AAA AAA382,61.331,0.0,84.44,85.25,0.0,91.67,0.0,0.0,100.0,0.0,84.48,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,91.67,93.33,89.29
382, 383,10123793,20012383,AAA AAA383,61.332,0.0,71.11,68.85,0.0,70.0,0.0,0.0,60.0,0.0,63.79,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,71.43,60.0,66.67,66.74
383, 384,10123794,20012384,AAA AAA384,61.333,0.0,84.44,80.33,0.0,90.0,0.0,0.0,86.67,0.0,84.48,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,85.0,93.33,85.71
384, 385,10123795,20012385,AAA AAA385,61.333999999999996,0.0,82.22,77.05,0.0,80.0,0.0,0.0,66.67,0.0,74.14,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,71.67,73.33,76.12
385, 386,10123796,20012386,AAA AAA386,61.335,0.0,46.67,57.38,0.0,61.67,0.0,0.0,73.33,0.0,48.28,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,78.57,53.33,66.67,59.15
386, 387,10123797,20012387,AAA AAA387,61.336000000000006,0.0,84.44,80.33,0.0,93.33,0.0,0.0,86.67,0.0,81.03,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,85.0,86.67,85.27
387, 388,10123798,20012388,AAA AAA388,61.336999999999996,0.0,88.89,83.61,0.0,81.67,0.0,0.0,86.67,0.0,75.86,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,85.71,81.67,80.0,83.04
388, 389,10123799,20012389,AAA AAA389,61.338,0.0,77.78,83.61,0.0,80.0,0.0,0.0,86.67,0.0,84.48,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,85.71,83.33,80.0,83.26
389, 390,10123800,20012390,AAA AAA390,61.339,83.87,0.0,84.62,86.67,100.0,87.1,85.37,0.0,83.87,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,85.32
390, 391,10123801,20012391,AAA AAA391,61.34,0.0,64.44,73.77,0.0,81.67,0.0,0.0,80.0,0.0,65.52,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,68.33,80.0,73.44
391, 392,10123802,20012392,AAA AAA392,61.341,0.0,80.0,88.52,0.0,86.67,0.0,0.0,100.0,0.0,84.48,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,78.57,93.33,80.0,88.17
392, 393,10123803,20012393,AAA AAA393,61.342,0.0,75.56,75.41,0.0,75.0,0.0,0.0,80.0,0.0,77.59,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,68.33,73.33,75.0
393,,10123804,20012394,AAA AAA394,61.343,0.0,84.44,85.25,0.0,91.67,0.0,0.0,100.0,0.0,86.21,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,92.86,81.67,93.33,87.72
394, 395,10123805,20012395,AAA AAA395,61.343999999999994,0.0,77.78,77.05,0.0,81.67,0.0,0.0,86.67,0.0,81.03,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,85.71,75.0,93.33,80.8
395, 396,10123806,20012396,AAA AAA396,61.345,0.0,66.67,72.13,0.0,73.33,0.0,0.0,73.33,0.0,68.97,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,71.43,55.0,73.33,67.86
396, 397,10123807,20012397,AAA AAA397,61.346000000000004,77.42,0.0,84.62,91.67,100.0,83.87,82.93,0.0,74.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,82.8
397, 398,10123808,20012398,AAA AAA398,61.347,0.0,71.11,70.49,0.0,78.33,0.0,0.0,73.33,0.0,70.69,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,92.86,66.67,93.33,74.78
398, 399,10123809,20012399,AAA AAA399,61.348,0.0,73.33,73.77,0.0,78.33,0.0,0.0,73.33,0.0,72.41,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,78.57,75.0,80.0,76.12
399, 400,10123810,20012400,AAA AAA400,61.349,0.0,77.78,72.13,0.0,78.33,0.0,0.0,73.33,0.0,74.14,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,78.57,68.33,86.67,75.22
400, 401,10123811,20012401,AAA AAA401,61.35,0.0,80.0,78.69,0.0,75.0,0.0,0.0,80.0,0.0,74.14,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,71.67,73.33,76.34
401, 402,10123812,20012402,AAA AAA402,61.351000000000006,0.0,80.0,80.33,0.0,88.33,0.0,0.0,80.0,0.0,77.59,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,78.57,73.33,93.33,80.58
402, 403,10123813,20012403,AAA AAA403,61.352,0.0,71.11,75.41,0.0,78.33,0.0,0.0,80.0,0.0,68.97,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,66.67,80.0,73.88
403, 404,10123814,20012404,AAA AAA404,61.353,0.0,75.56,73.77,0.0,78.33,0.0,0.0,93.33,0.0,81.03,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,85.71,75.0,80.0,79.24
404, 405,10123815,20012405,AAA AAA405,61.354,0.0,75.56,75.41,0.0,83.33,0.0,0.0,86.67,0.0,72.41,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,92.86,70.0,86.67,78.13
405, 406,10123816,20012406,AAA AAA406,61.355,0.0,80.0,77.05,0.0,78.33,0.0,0.0,80.0,0.0,77.59,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,85.71,80.0,83.33,80.36
406, 407,10123817,20012407,AAA AAA407,61.356,83.87,0.0,81.54,86.67,100.0,83.87,87.8,0.0,77.42,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,83.94
407, 408,10123818,20012408,AAA AAA408,61.357,0.0,82.22,75.86,0.0,78.95,0.0,0.0,81.25,0.0,76.09,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,80.0,87.5,84.62,82.33
408, 409,10123819,20012409,AAA AAA409,61.358000000000004,90.32,0.0,87.69,90.0,100.0,87.1,95.12,0.0,93.55,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,91.24
409, 410,10123820,20012410,AAA AAA410,61.358999999999995,0.0,88.89,86.21,0.0,91.23,0.0,0.0,90.63,0.0,82.61,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,83.33,100.0,87.67
410, 411,10123821,20012411,AAA AAA411,61.36,0.0,75.56,77.59,0.0,87.72,0.0,0.0,87.5,0.0,78.26,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,100.0,80.0,76.92,82.56
411, 412,10123822,20012412,AAA AAA412,61.361000000000004,0.0,86.67,75.86,0.0,84.21,0.0,0.0,93.75,0.0,84.78,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,75.83,84.62,82.56
412, 413,10123823,20012413,AAA AAA413,61.361999999999995,0.0,80.0,79.31,0.0,84.21,0.0,0.0,84.38,0.0,82.61,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,81.67,84.62,83.02
413, 414,10123824,20012414,AAA AAA414,61.363,0.0,77.78,75.86,0.0,80.7,0.0,0.0,84.38,0.0,80.43,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,93.33,78.33,76.92,80.7
414, 415,10123825,20012415,AAA AAA415,61.364,0.0,75.56,77.59,0.0,85.96,0.0,0.0,81.25,0.0,78.26,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.0,76.92,79.07
415, 416,10123826,20012416,AAA AAA416,61.365,0.0,84.44,82.76,0.0,85.96,0.0,0.0,93.75,0.0,91.3,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.33,81.67,92.31,86.74
416, 417,10123827,20012417,AAA AAA417,61.36600000000001,0.0,71.11,72.41,0.0,80.7,0.0,0.0,81.25,0.0,80.43,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,73.33,84.62,77.44
417, 418,10123828,20012418,AAA AAA418,61.367,0.0,6.67,6.9,0.0,7.02,0.0,0.0,11.11,0.0,13.04,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.67,2.94,7.69,6.87
418, 419,10123829,20012419,AAA AAA419,61.368,0.0,75.56,75.86,0.0,84.21,0.0,0.0,90.63,0.0,76.09,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.0,76.92,79.07
419, 420,10123830,20012420,AAA AAA420,61.369,0.0,75.56,77.59,0.0,82.46,0.0,0.0,84.38,0.0,73.91,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,73.33,76.67,69.23,77.91
420, 421,10123831,20012421,AAA AAA421,61.37,0.0,82.22,79.31,0.0,94.74,0.0,0.0,100.0,0.0,89.13,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,93.33,80.0,84.62,86.51
421, 422,10123832,20012422,AAA AAA422,61.371,0.0,20.0,18.97,0.0,17.54,0.0,0.0,44.44,0.0,36.96,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,20.0,26.47,23.08,23.35
422, 423,10123833,20012423,AAA AAA423,61.372,0.0,82.22,77.59,0.0,85.96,0.0,0.0,84.38,0.0,82.61,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,78.33,92.31,82.79
423, 424,10123834,20012424,AAA AAA424,61.373000000000005,0.0,80.0,81.03,0.0,89.47,0.0,0.0,100.0,0.0,89.13,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,100.0,81.67,100.0,87.67
424, 425,10123835,20012425,AAA AAA425,61.373999999999995,0.0,86.67,81.03,0.0,82.46,0.0,0.0,90.63,0.0,84.78,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,86.67,92.31,85.81
425, 426,10123836,20012426,AAA AAA426,61.375,0.0,80.0,75.86,0.0,85.96,0.0,0.0,90.63,0.0,82.61,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,0.0,93.33,76.67,84.62,82.33
426, 427,10123837,20012427,AAA AAA427,61.376000000000005,0.0,82.22,81.03,0.0,94.74,0.0,0.0,96.88,0.0,86.96,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,100.0,86.67,84.62,88.6
427, 428,10123838,20012428,AAA AAA428,61.376999999999995,0.0,75.56,75.86,0.0,80.7,0.0,0.0,78.13,0.0,69.57,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,73.33,71.67,69.23,75.12
428, 429,10123839,20012429,AAA AAA429,61.378,0.0,84.44,81.03,0.0,87.72,0.0,0.0,84.38,0.0,84.78,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,81.67,100.0,85.35
429, 430,10123840,20012430,AAA AAA430,61.379,77.42,0.0,81.54,76.67,100.0,90.32,82.93,0.0,79.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,82.92
430, 431,10123841,20012431,AAA AAA431,61.38,0.0,80.0,75.86,0.0,80.7,0.0,0.0,84.38,0.0,73.91,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,76.67,84.62,79.77
431, 432,10123842,20012432,AAA AAA432,61.381,87.1,0.0,87.69,85.0,100.0,93.55,92.68,0.0,83.87,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,89.66
432, 433,10123843,20012433,AAA AAA433,61.382,80.65,0.0,83.08,85.0,100.0,87.1,85.37,0.0,74.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,83.82
433, 434,10123844,20012434,AAA AAA434,61.383,0.0,84.44,81.03,0.0,85.96,0.0,0.0,84.38,0.0,84.78,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,80.0,92.31,84.19
434, 435,10123845,20012435,AAA AAA435,61.38399999999999,0.0,77.78,77.59,0.0,80.7,0.0,0.0,84.38,0.0,73.91,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,79.17,84.62,80.0
435, 436,10123846,20012436,AAA AAA436,61.385,0.0,80.0,72.41,0.0,80.7,0.0,0.0,90.63,0.0,76.09,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.0,76.92,78.6
436, 437,10123847,20012437,AAA AAA437,61.386,77.42,0.0,87.69,81.67,100.0,90.32,95.12,0.0,80.65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,88.09
437, 438,10123848,20012438,AAA AAA438,61.387,0.0,73.33,81.03,0.0,84.21,0.0,0.0,100.0,0.0,89.13,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.33,81.67,92.31,85.35
438, 439,10123849,20012439,AAA AAA439,61.388000000000005,0.0,86.67,84.48,0.0,91.23,0.0,0.0,87.5,0.0,93.48,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.33,85.0,76.92,87.67
439, 440,10123850,20012440,AAA AAA440,61.388999999999996,0.0,75.56,75.86,0.0,80.7,0.0,0.0,78.13,0.0,76.09,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.0,76.92,77.67
440, 441,10123851,20012441,AAA AAA441,61.39,0.0,75.56,72.88,0.0,81.97,0.0,0.0,80.0,0.0,90.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,87.5,78.33,91.67,81.46
441, 442,10123852,20012442,AAA AAA442,61.391000000000005,0.0,77.78,77.97,0.0,80.33,0.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,76.67,91.67,80.55
442, 443,10123853,20012443,AAA AAA443,61.391999999999996,0.0,51.11,42.37,0.0,50.82,0.0,0.0,80.0,0.0,48.0,0.0,0.0,0.0,0,50,0.0,0.0,0.0,0.0,0,0,0,0.0,56.25,60.0,75.0,55.61
443, 444,10123854,20012444,AAA AAA444,61.393,0.0,22.22,25.42,0.0,19.67,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.25,25.83,16.67,19.45
444, 445,10123855,20012445,AAA AAA445,61.394,0.0,77.78,76.27,0.0,85.25,0.0,0.0,80.0,0.0,76.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,93.75,71.67,83.33,79.18
445, 446,10123856,20012446,AAA AAA446,61.395,0.0,80.0,74.58,0.0,86.89,0.0,0.0,86.67,0.0,78.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,100.0,78.33,100.0,83.3
446, 447,10123857,20012447,AAA AAA447,61.396,0.0,80.0,81.36,0.0,80.33,0.0,0.0,80.0,0.0,74.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,93.75,80.0,100.0,82.38
447, 448,10123858,20012448,AAA AAA448,61.397,0.0,86.67,83.05,0.0,85.25,0.0,0.0,86.67,0.0,94.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,100.0,86.67,100.0,89.02
448, 449,10123859,20012449,AAA AAA449,61.398,0.0,84.44,81.36,0.0,86.89,0.0,0.0,93.33,0.0,90.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,93.75,86.67,83.33,87.41
449, 450,10123860,20012450,AAA AAA450,61.398999999999994,0.0,75.56,76.27,0.0,83.61,0.0,0.0,80.0,0.0,74.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,87.5,71.67,83.33,78.03
450, 451,10123861,20012451,AAA AAA451,61.4,0.0,75.56,76.27,0.0,80.33,0.0,0.0,80.0,0.0,74.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,81.25,76.67,91.67,78.95
451, 452,10123862,20012452,AAA AAA452,61.401,0.0,75.56,66.1,0.0,75.41,0.0,0.0,73.33,0.0,78.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,70.0,75.0,74.6
452, 453,10123863,20012453,AAA AAA453,61.402,0.0,68.89,71.19,0.0,75.41,0.0,0.0,73.33,0.0,76.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,62.5,41.67,58.33,63.84
453, 454,10123864,20012454,AAA AAA454,61.403,0.0,75.56,79.66,0.0,73.77,0.0,0.0,60.0,0.0,74.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,81.25,77.5,83.33,76.89
454, 455,10123865,20012455,AAA AAA455,61.403999999999996,0.0,44.44,38.98,0.0,44.26,0.0,0.0,40.0,0.0,46.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,56.25,31.67,25.0,41.88
455, 456,10123866,20012456,AAA AAA456,61.405,0.0,77.78,77.97,0.0,80.33,0.0,0.0,80.0,0.0,74.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,81.25,76.67,75.0,78.49
456, 457,10123867,20012457,AAA AAA457,61.406000000000006,0.0,62.22,62.71,0.0,75.41,0.0,0.0,60.0,0.0,68.0,0.0,0.0,0.0,0,75,0.0,0.0,0.0,0.0,0,0,0,0.0,75.0,65.0,66.67,67.05
457, 458,10123868,20012458,AAA AAA458,61.407,83.87,0.0,86.15,88.33,75.0,83.87,95.12,0.0,77.42,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,86.88
458, 459,10123869,20012459,AAA AAA459,61.408,0.0,75.56,64.41,0.0,75.41,0.0,0.0,80.0,0.0,66.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,68.75,75.0,75.0,73.46
459, 460,10123870,20012460,AAA AAA460,61.409,0.0,73.33,66.1,0.0,75.41,0.0,0.0,80.0,0.0,68.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,68.75,75.0,66.67,73.23
460, 461,10123871,20012461,AAA AAA461,61.41,0.0,75.56,76.27,0.0,75.41,0.0,0.0,73.33,0.0,80.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,81.25,71.67,83.33,76.66
